#node;bacteria;kingdom;phylum;class;genus;species;bacgroup;sequencing_status;taxid;habitat
2918;Lawsonia_intracellularis_PHE_MN1_00_uid61575;Bacteria;Proteobacteria;Deltaproteobacteria;Lawsonia;Lawsonia_intracellularis;Deltaproteobacteria;1;363253;Animal
1998;Arcobacter_nitrofigilis_DSM_7299_uid49001;Bacteria;Proteobacteria;Epsilonproteobacteria;Arcobacter;Arcobacter_nitrofigilis;Epsilonproteobacteria;1;572480;Plant
2235;Campylobacter_jejuni_81_176_uid58503;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacter;Campylobacter_jejuni;Epsilonproteobacteria;1;354242;Animal
2237;Campylobacter_jejuni_IA3902_uid159531;Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacter;Campylobacter_jejuni;Epsilonproteobacteria;1;567106;Animal
2781;Helicobacter_hepaticus_ATCC_51449_uid57737;Bacteria;Proteobacteria;Epsilonproteobacteria;Helicobacter;Helicobacter_hepaticus;Epsilonproteobacteria;1;235279;Animal
3935;Wolinella_succinogenes_DSM_1740_uid61591;Bacteria;Proteobacteria;Epsilonproteobacteria;Wolinella;Wolinella_succinogenes;Epsilonproteobacteria;1;273121;Animal
1926;Actinobacillus_pleuropneumoniae_serovar_3_JL03_uid58891;Bacteria;Proteobacteria;Gammaproteobacteria;Actinobacillus;Actinobacillus_pleuropneumoniae;Gammaproteobacteria;1;434271;Animal
1928;Actinobacillus_pleuropneumoniae_serovar_7_AP76_uid59231;Bacteria;Proteobacteria;Gammaproteobacteria;Actinobacillus;Actinobacillus_pleuropneumoniae;Gammaproteobacteria;1;537457;Animal
1929;Actinobacillus_succinogenes_130Z_uid58247;Bacteria;Proteobacteria;Gammaproteobacteria;Actinobacillus;Actinobacillus_succinogenes;Gammaproteobacteria;1;339671;Animal
1937;Aeromonas_hydrophila_ATCC_7966_uid58617;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonas;Aeromonas_hydrophila;Gammaproteobacteria;1;380703;Animal
1938;Aeromonas_salmonicida_A449_uid58631;Bacteria;Proteobacteria;Gammaproteobacteria;Aeromonas;Aeromonas_salmonicida;Gammaproteobacteria;1;382245;Animal
2171;Buchnera_aphidicola_5A__Acyrthosiphon_pisum__uid59285;Bacteria;Proteobacteria;Gammaproteobacteria;Buchnera;Buchnera_aphidicola;Gammaproteobacteria;1;563178;Plant
2173;Buchnera_aphidicola_APS__Acyrthosiphon_pisum__uid57805;Bacteria;Proteobacteria;Gammaproteobacteria;Buchnera;Buchnera_aphidicola;Gammaproteobacteria;1;107806;Plant
2174;Buchnera_aphidicola_Bp__Baizongia_pistaciae__uid57827;Bacteria;Proteobacteria;Gammaproteobacteria;Buchnera;Buchnera_aphidicola;Gammaproteobacteria;1;224915;Plant
2177;Buchnera_aphidicola_JF98__Acyrthosiphon_pisum__uid158845;Bacteria;Proteobacteria;Gammaproteobacteria;Buchnera;Buchnera_aphidicola;Gammaproteobacteria;1;713600;Plant
2178;Buchnera_aphidicola_JF99__Acyrthosiphon_pisum__uid158847;Bacteria;Proteobacteria;Gammaproteobacteria;Buchnera;Buchnera_aphidicola;Gammaproteobacteria;1;713601;Plant
2179;Buchnera_aphidicola_LL01__Acyrthosiphon_pisum__uid158843;Bacteria;Proteobacteria;Gammaproteobacteria;Buchnera;Buchnera_aphidicola;Gammaproteobacteria;1;713603;Plant
2181;Buchnera_aphidicola_TLW03__Acyrthosiphon_pisum__uid158849;Bacteria;Proteobacteria;Gammaproteobacteria;Buchnera;Buchnera_aphidicola;Gammaproteobacteria;1;713602;Plant
2182;Buchnera_aphidicola_Tuc7__Acyrthosiphon_pisum__uid59283;Bacteria;Proteobacteria;Gammaproteobacteria;Buchnera;Buchnera_aphidicola;Gammaproteobacteria;1;561501;Plant
2264;Candidatus_Hamiltonella_defensa_5AT__Acyrthosiphon_pisum__uid59289;Bacteria;Proteobacteria;Gammaproteobacteria;Candidatus;Candidatus_Hamiltonella;Gammaproteobacteria;1;572265;Plant
2471;Cronobacter_sakazakii_ATCC_BAA_894_uid58145;Bacteria;Proteobacteria;Gammaproteobacteria;Cronobacter;Cronobacter_sakazakii;Gammaproteobacteria;1;290339;Animal
2546;Dickeya_dadantii_3937_uid52537;Bacteria;Proteobacteria;Gammaproteobacteria;Dickeya;Dickeya_dadantii;Gammaproteobacteria;1;198628;Plant
2554;Edwardsiella_ictaluri_93_146_uid59403;Bacteria;Proteobacteria;Gammaproteobacteria;Edwardsiella;Edwardsiella_ictaluri;Gammaproteobacteria;1;634503;Animal
2571;Enterobacter_cloacae_EcWSU1_uid80739;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacter;Enterobacter_cloacae;Gammaproteobacteria;1;1045856;Plant
2580;Erwinia_amylovora_ATCC_49946_uid46943;Bacteria;Proteobacteria;Gammaproteobacteria;Erwinia;Erwinia_amylovora;Gammaproteobacteria;1;716540;Plant
2582;Erwinia_billingiae_Eb661_uid50547;Bacteria;Proteobacteria;Gammaproteobacteria;Erwinia;Erwinia_billingiae;Gammaproteobacteria;1;634500;Plant
2586;Erwinia_tasmaniensis_Et1_99_uid59029;Bacteria;Proteobacteria;Gammaproteobacteria;Erwinia;Erwinia_tasmaniensis;Gammaproteobacteria;1;465817;Plant
2613;Escherichia_coli_K_12_substr__DH10B_uid58979;Bacteria;Proteobacteria;Gammaproteobacteria;Escherichia;Escherichia_coli;Gammaproteobacteria;1;316385;Animal
2626;Escherichia_coli_O157_H7_EDL933_uid57831;Bacteria;Proteobacteria;Gammaproteobacteria;Escherichia;Escherichia_coli;Gammaproteobacteria;1;155864;Animal
2640;Escherichia_coli_UMN026_uid62981;Bacteria;Proteobacteria;Gammaproteobacteria;Escherichia;Escherichia_coli;Gammaproteobacteria;1;585056;Animal
2642;Escherichia_coli_UTI89_uid58541;Bacteria;Proteobacteria;Gammaproteobacteria;Escherichia;Escherichia_coli;Gammaproteobacteria;1;364106;Animal
2694;Frateuria_aurantia_DSM_6220_uid81775;Bacteria;Proteobacteria;Gammaproteobacteria;Frateuria;Frateuria_aurantia;Gammaproteobacteria;1;767434;Animal
2853;Klebsiella_pneumoniae_342_uid59145;Bacteria;Proteobacteria;Gammaproteobacteria;Klebsiella;Klebsiella_pneumoniae;Gammaproteobacteria;1;507522;Plant
2977;Mannheimia_succiniciproducens_MBEL55E_uid58197;Bacteria;Proteobacteria;Gammaproteobacteria;Mannheimia;Mannheimia_succiniciproducens;Gammaproteobacteria;1;221988;Animal
3257;Pantoea_vagans_C9_1_uid49871;Bacteria;Proteobacteria;Gammaproteobacteria;Pantoea;Pantoea_vagans;Gammaproteobacteria;1;712898;Plant
3263;Pasteurella_multocida_3480_uid161955;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurella;Pasteurella_multocida;Gammaproteobacteria;1;584721;Animal
3265;Pasteurella_multocida_HN06_uid156881;Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurella;Pasteurella_multocida;Gammaproteobacteria;1;1132496;Animal
3267;Pectobacterium_atrosepticum_SCRI1043_uid57957;Bacteria;Proteobacteria;Gammaproteobacteria;Pectobacterium;Pectobacterium_atrosepticum;Gammaproteobacteria;1;218491;Plant
3341;Pseudomonas_brassicacearum_NFM421_uid66303;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;Pseudomonas_brassicacearum;Gammaproteobacteria;1;994484;Animal
3343;Pseudomonas_fluorescens_A506_uid165185;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;Pseudomonas_fluorescens;Gammaproteobacteria;1;1037911;Plant
3344;Pseudomonas_fluorescens_F113_uid87037;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;Pseudomonas_fluorescens;Gammaproteobacteria;1;1114970;Plant
3346;Pseudomonas_fluorescens_Pf_5_uid57937;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;Pseudomonas_fluorescens;Gammaproteobacteria;1;220664;Plant
3347;Pseudomonas_fluorescens_SBW25_uid158693;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;Pseudomonas_fluorescens;Gammaproteobacteria;1;216595;Plant
3358;Pseudomonas_putida_W619_uid58651;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;Pseudomonas_putida;Gammaproteobacteria;1;390235;Plant
3363;Pseudomonas_stutzeri_DSM_4166_uid162113;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;Pseudomonas_stutzeri;Gammaproteobacteria;1;996285;Plant
3364;Pseudomonas_syringae_B728a_uid57931;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;Pseudomonas_syringae;Gammaproteobacteria;1;205918;Plant
3365;Pseudomonas_syringae_phaseolicola_1448A_uid58099;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonas;Pseudomonas_syringae;Gammaproteobacteria;1;264730;Plant
3505;Salmonella_enterica_serovar_Heidelberg_B182_uid162195;Bacteria;Proteobacteria;Gammaproteobacteria;Salmonella;Salmonella_enterica;Gammaproteobacteria;1;1160717;Animal
3531;Serratia_AS12_uid67315;Bacteria;Proteobacteria;Gammaproteobacteria;Serratia;Serratia_AS12;Gammaproteobacteria;1;768490;Plant
3532;Serratia_AS13_uid162065;Bacteria;Proteobacteria;Gammaproteobacteria;Serratia;Serratia_AS13;Gammaproteobacteria;1;768493;Plant
3801;Teredinibacter_turnerae_T7901_uid59267;Bacteria;Proteobacteria;Gammaproteobacteria;Teredinibacter;Teredinibacter_turnerae;Gammaproteobacteria;1;377629;Animal
3903;Vibrio_anguillarum_775_uid68057;Bacteria;Proteobacteria;Gammaproteobacteria;Vibrio;Vibrio_anguillarum;Gammaproteobacteria;1;882102;Animal
3938;Xanthomonas_axonopodis_citri_306_uid57889;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonas;Xanthomonas_axonopodis;Gammaproteobacteria;1;190486;Plant
3941;Xanthomonas_campestris_ATCC_33913_uid57887;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonas;Xanthomonas_campestris;Gammaproteobacteria;1;190485;Plant
3945;Xanthomonas_oryzae_KACC_10331_uid58155;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonas;Xanthomonas_oryzae;Gammaproteobacteria;1;291331;Plant
3953;Xylella_fastidiosa_GB514_uid162023;Bacteria;Proteobacteria;Gammaproteobacteria;Xylella;Xylella_fastidiosa;Gammaproteobacteria;1;788929;Plant
3954;Xylella_fastidiosa_M12_uid58763;Bacteria;Proteobacteria;Gammaproteobacteria;Xylella;Xylella_fastidiosa;Gammaproteobacteria;1;405440;Plant
3955;Xylella_fastidiosa_M23_uid58809;Bacteria;Proteobacteria;Gammaproteobacteria;Xylella;Xylella_fastidiosa;Gammaproteobacteria;1;405441;Plant
3956;Xylella_fastidiosa_Temecula1_uid57869;Bacteria;Proteobacteria;Gammaproteobacteria;Xylella;Xylella_fastidiosa;Gammaproteobacteria;1;183190;Plant
3967;Yersinia_pestis_D182038_uid158073;Bacteria;Proteobacteria;Gammaproteobacteria;Yersinia;Yersinia_pestis;Gammaproteobacteria;1;637385;Animal
2139;Borrelia_turicatae_91E135_uid58311;Bacteria;Spirochaetes;Spirochaetia;Borrelia;Borrelia_turicatae;Spirochaetes;1;314724;Animal
2141;Brachyspira_hyodysenteriae_WA1_uid59291;Bacteria;Spirochaetes;Spirochaetia;Brachyspira;Brachyspira_hyodysenteriae;Spirochaetes;1;565034;Animal
2142;Brachyspira_intermedia_PWS_A_uid158369;Bacteria;Spirochaetes;Spirochaetia;Brachyspira;Brachyspira_intermedia;Spirochaetes;1;1045858;Animal
2143;Brachyspira_murdochii_DSM_12563_uid48819;Bacteria;Spirochaetes;Spirochaetia;Brachyspira;Brachyspira_murdochii;Spirochaetes;1;526224;Animal
2144;Brachyspira_pilosicoli_95_1000_uid50609;Bacteria;Spirochaetes;Spirochaetia;Brachyspira;Brachyspira_pilosicoli;Spirochaetes;1;759914;Animal
2930;Leptospira_biflexa_serovar_Patoc__Patoc_1__Ames__uid58511;Bacteria;Spirochaetes;Spirochaetia;Leptospira;Leptospira_biflexa;Spirochaetes;1;355278;Animal
3875;Treponema_brennaborense_DSM_12168_uid66607;Bacteria;Spirochaetes;Spirochaetia;Treponema;Treponema_brennaborense;Spirochaetes;1;906968;Animal
3887;Treponema_succinifaciens_DSM_2489_uid65781;Bacteria;Spirochaetes;Spirochaetia;Treponema;Treponema_succinifaciens;Spirochaetes;1;869209;Animal
2006;Aster_yellows_witches_broom_phytoplasma_AYWB_uid58297;Bacteria;Tenericutes;Mollicutes;Aster;Aster_yellows;Tenericutes;1;322098;Plant
2276;Candidatus_Phytoplasma_australiense_uid61641;Bacteria;Tenericutes;Mollicutes;Candidatus;Candidatus_Phytoplasma;Tenericutes;1;59748;Plant
2277;Candidatus_Phytoplasma_mali_uid59087;Bacteria;Tenericutes;Mollicutes;Candidatus;Candidatus_Phytoplasma;Tenericutes;1;37692;Plant
3122;Mycoplasma_agalactiae_uid46679;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_agalactiae;Tenericutes;1;2110;Animal
3124;Mycoplasma_bovis_HB0801_uid168665;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_bovis;Tenericutes;1;767465;Animal
3126;Mycoplasma_bovis_PG45_uid60859;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_bovis;Tenericutes;1;289397;Animal
3127;Mycoplasma_capricolum_ATCC_27343_uid58525;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_capricolum;Tenericutes;1;340047;Animal
3145;Mycoplasma_haemocanis_Illinois_uid82367;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_haemocanis;Tenericutes;1;1111676;Animal
3146;Mycoplasma_haemofelis_Langford_1_uid62461;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_haemofelis;Tenericutes;1;941640;Animal
3147;Mycoplasma_haemofelis_Ohio2_uid162029;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_haemofelis;Tenericutes;1;859194;Animal
3149;Mycoplasma_hyopneumoniae_168_uid162053;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_hyopneumoniae;Tenericutes;1;907287;Animal
3151;Mycoplasma_hyopneumoniae_7448_uid58039;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_hyopneumoniae;Tenericutes;1;262722;Animal
3157;Mycoplasma_leachii_PG50_uid60849;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_leachii;Tenericutes;1;880447;Animal
3165;Mycoplasma_pulmonis_UAB_CTIP_uid61569;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_pulmonis;Tenericutes;1;272635;Animal
3166;Mycoplasma_putrefaciens_KS1_uid72481;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_putrefaciens;Tenericutes;1;743965;Animal
3167;Mycoplasma_suis_Illinois_uid61897;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_suis;Tenericutes;1;768700;Animal
3168;Mycoplasma_suis_KI3806_uid63665;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_suis;Tenericutes;1;708248;Animal
3169;Mycoplasma_synoviae_53_uid58061;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_synoviae;Tenericutes;1;262723;Animal
3170;Mycoplasma_wenyonii_Massachusetts_uid170731;Bacteria;Tenericutes;Mollicutes;Mycoplasma;Mycoplasma_wenyonii;Tenericutes;1;1197325;Animal
3846;Thermosipho_africanus_TCF52B_uid59095;Bacteria;Thermotogae;Thermotogae;Thermosipho;Thermosipho_africanus;Thermotogae;1;484019;Animal
